RUN	com.eurobits.gatling.agregador.simulations.AggRestSimulation	aggrestsimulation	1597662224025	 	3.3.1
USER	AggRestSimulationFintonicProducts	129	START	1597662240613	1597662240613
REQUEST	126		requestAggregation_fintonic_products	1597662240505	1597662240617	OK	 
USER	AggRestSimulationFintonicProducts	130	START	1597662240670	1597662240670
USER	AggRestSimulationFintonicProducts	131	START	1597662240697	1597662240697
REQUEST	129		requestAggregation_fintonic_products	1597662240614	1597662240722	OK	 
REQUEST	127		requestAggregation_fintonic_products	1597662240538	1597662240722	OK	 
USER	AggRestSimulationFintonicProducts	132	START	1597662240738	1597662240738
USER	AggRestSimulationFintonicProducts	133	START	1597662240773	1597662240773
REQUEST	128		requestAggregation_fintonic_products	1597662240579	1597662240795	OK	 
REQUEST	130		requestAggregation_fintonic_products	1597662240672	1597662240797	OK	 
REQUEST	131		requestAggregation_fintonic_products	1597662240697	1597662240797	OK	 
USER	AggRestSimulationFintonicProducts	134	START	1597662240815	1597662240815
USER	AggRestSimulationFintonicProducts	135	START	1597662240856	1597662240856
REQUEST	132		requestAggregation_fintonic_products	1597662240739	1597662240886	OK	 
USER	AggRestSimulationFintonicProducts	136	START	1597662240898	1597662240898
USER	AggRestSimulationFintonicProducts	137	START	1597662240933	1597662240933
REQUEST	134		requestAggregation_fintonic_products	1597662240816	1597662240951	OK	 
REQUEST	133		requestAggregation_fintonic_products	1597662240774	1597662240952	OK	 
USER	AggRestSimulationFintonicProducts	138	START	1597662240975	1597662240975
USER	AggRestSimulationFintonicProducts	139	START	1597662241017	1597662241017
REQUEST	135		requestAggregation_fintonic_products	1597662240857	1597662241017	OK	 
REQUEST	136		requestAggregation_fintonic_products	1597662240898	1597662241017	OK	 
USER	AggRestSimulationFintonicProducts	140	START	1597662241058	1597662241058
USER	AggRestSimulationFintonicProducts	141	START	1597662241094	1597662241094
REQUEST	137		requestAggregation_fintonic_products	1597662240934	1597662241124	OK	 
REQUEST	138		requestAggregation_fintonic_products	1597662240976	1597662241125	OK	 
USER	AggRestSimulationFintonicProducts	142	START	1597662241135	1597662241135
REQUEST	139		requestAggregation_fintonic_products	1597662241017	1597662241173	OK	 
USER	AggRestSimulationFintonicProducts	143	START	1597662241176	1597662241176
USER	AggRestSimulationFintonicProducts	144	START	1597662241218	1597662241218
USER	AggRestSimulationFintonicProducts	145	START	1597662241253	1597662241253
REQUEST	141		requestAggregation_fintonic_products	1597662241095	1597662241276	OK	 
REQUEST	140		requestAggregation_fintonic_products	1597662241059	1597662241278	OK	 
USER	AggRestSimulationFintonicProducts	146	START	1597662241294	1597662241294
USER	AggRestSimulationFintonicProducts	147	START	1597662241336	1597662241336
REQUEST	142		requestAggregation_fintonic_products	1597662241136	1597662241342	OK	 
REQUEST	143		requestAggregation_fintonic_products	1597662241177	1597662241342	OK	 
REQUEST	144		requestAggregation_fintonic_products	1597662241219	1597662241343	OK	 
USER	AggRestSimulationFintonicProducts	148	START	1597662241377	1597662241377
USER	AggRestSimulationFintonicProducts	149	START	1597662241418	1597662241418
REQUEST	145		requestAggregation_fintonic_products	1597662241254	1597662241426	OK	 
USER	AggRestSimulationFintonicProducts	150	START	1597662241454	1597662241454
REQUEST	147		requestAggregation_fintonic_products	1597662241336	1597662241456	OK	 
REQUEST	146		requestAggregation_fintonic_products	1597662241295	1597662241490	OK	 
USER	AggRestSimulationFintonicProducts	151	START	1597662241496	1597662241496
REQUEST	149		requestAggregation_fintonic_products	1597662241418	1597662241515	OK	 
USER	AggRestSimulationFintonicProducts	152	START	1597662241537	1597662241537
REQUEST	148		requestAggregation_fintonic_products	1597662241378	1597662241548	OK	 
USER	AggRestSimulationFintonicProducts	153	START	1597662241573	1597662241573
USER	AggRestSimulationFintonicProducts	154	START	1597662241615	1597662241615
REQUEST	150		requestAggregation_fintonic_products	1597662241454	1597662241615	OK	 
USER	AggRestSimulationFintonicProducts	155	START	1597662241656	1597662241656
REQUEST	151		requestAggregation_fintonic_products	1597662241496	1597662241657	OK	 
REQUEST	152		requestAggregation_fintonic_products	1597662241538	1597662241676	OK	 
USER	AggRestSimulationFintonicProducts	156	START	1597662241696	1597662241696
REQUEST	153		requestAggregation_fintonic_products	1597662241574	1597662241735	OK	 
USER	AggRestSimulationFintonicProducts	157	START	1597662241737	1597662241737
REQUEST	154		requestAggregation_fintonic_products	1597662241616	1597662241772	OK	 
USER	AggRestSimulationFintonicProducts	158	START	1597662241778	1597662241778
REQUEST	155		requestAggregation_fintonic_products	1597662241657	1597662241780	OK	 
USER	AggRestSimulationFintonicProducts	159	START	1597662241814	1597662241814
USER	AggRestSimulationFintonicProducts	160	START	1597662241855	1597662241855
REQUEST	156		requestAggregation_fintonic_products	1597662241697	1597662241867	OK	 
REQUEST	158		requestAggregation_fintonic_products	1597662241780	1597662241886	OK	 
USER	AggRestSimulationFintonicProducts	161	START	1597662241896	1597662241896
REQUEST	157		requestAggregation_fintonic_products	1597662241738	1597662241923	OK	 
USER	AggRestSimulationFintonicProducts	162	START	1597662241937	1597662241937
USER	AggRestSimulationFintonicProducts	163	START	1597662241978	1597662241978
REQUEST	159		requestAggregation_fintonic_products	1597662241814	1597662241991	OK	 
USER	AggRestSimulationFintonicProducts	164	START	1597662242013	1597662242013
USER	AggRestSimulationFintonicProducts	165	START	1597662242055	1597662242055
REQUEST	161		requestAggregation_fintonic_products	1597662241897	1597662242069	OK	 
REQUEST	162		requestAggregation_fintonic_products	1597662241938	1597662242071	OK	 
REQUEST	163		requestAggregation_fintonic_products	1597662241978	1597662242095	OK	 
USER	AggRestSimulationFintonicProducts	166	START	1597662242096	1597662242096
USER	AggRestSimulationFintonicProducts	167	START	1597662242137	1597662242137
USER	AggRestSimulationFintonicProducts	168	START	1597662242178	1597662242178
REQUEST	164		requestAggregation_fintonic_products	1597662242014	1597662242210	OK	 
USER	AggRestSimulationFintonicProducts	169	START	1597662242214	1597662242214
REQUEST	165		requestAggregation_fintonic_products	1597662242056	1597662242232	OK	 
REQUEST	166		requestAggregation_fintonic_products	1597662242097	1597662242238	OK	 
USER	AggRestSimulationFintonicProducts	170	START	1597662242256	1597662242256
REQUEST	168		requestAggregation_fintonic_products	1597662242179	1597662242289	OK	 
USER	AggRestSimulationFintonicProducts	171	START	1597662242296	1597662242296
REQUEST	167		requestAggregation_fintonic_products	1597662242138	1597662242298	OK	 
USER	AggRestSimulationFintonicProducts	172	START	1597662242338	1597662242338
USER	AggRestSimulationFintonicProducts	173	START	1597662242373	1597662242373
REQUEST	169		requestAggregation_fintonic_products	1597662242215	1597662242391	OK	 
USER	AggRestSimulationFintonicProducts	174	START	1597662242415	1597662242415
REQUEST	170		requestAggregation_fintonic_products	1597662242256	1597662242452	OK	 
USER	AggRestSimulationFintonicProducts	175	START	1597662242456	1597662242456
USER	AggRestSimulationFintonicProducts	176	START	1597662242497	1597662242497
REQUEST	171		requestAggregation_fintonic_products	1597662242297	1597662242501	OK	 
REQUEST	172		requestAggregation_fintonic_products	1597662242338	1597662242501	OK	 
REQUEST	173		requestAggregation_fintonic_products	1597662242374	1597662242506	OK	 
USER	AggRestSimulationFintonicProducts	177	START	1597662242538	1597662242538
USER	AggRestSimulationFintonicProducts	178	START	1597662242573	1597662242573
