RUN	com.eurobits.gatling.agregador.simulations.AggRestSimulation	aggrestsimulation	1598539550837	 	3.3.1
USER	AggRestSimulationLogin	1	START	1598539552325	1598539552325
USER	AggRestSimulationSomeProducts	2	START	1598539552327	1598539552327
USER	AggRestSimulationSomeProducts	3	START	1598539552374	1598539552374
USER	AggRestSimulationSomeProducts	4	START	1598539552410	1598539552410
USER	AggRestSimulationSomeProducts	5	START	1598539552451	1598539552451
REQUEST	3		requestAggregation_some_products	1598539552382	1598539552416	KO	status.find.in(200,202), but actually found 401
REQUEST	4		requestAggregation_some_products	1598539552411	1598539552436	KO	status.find.in(200,202), but actually found 401
REQUEST	5		requestAggregation_some_products	1598539552452	1598539552487	KO	status.find.in(200,202), but actually found 401
USER	AggRestSimulationSomeProducts	6	START	1598539552492	1598539552492
REQUEST	2		requestAggregation_some_products	1598539552380	1598539552416	KO	status.find.in(200,202), but actually found 401
REQUEST	1		login	1598539552371	1598539552445	OK	 
USER	AggRestSimulationLogin	1	END	1598539552325	1598539552498
USER	AggRestSimulationSomeProducts	5	END	1598539552451	1598539552498
USER	AggRestSimulationSomeProducts	4	END	1598539552410	1598539552498
USER	AggRestSimulationSomeProducts	3	END	1598539552374	1598539552499
USER	AggRestSimulationSomeProducts	2	END	1598539552327	1598539552500
REQUEST	6		requestAggregation_some_products	1598539552497	1598539552526	KO	status.find.in(200,202), but actually found 401
USER	AggRestSimulationSomeProducts	6	END	1598539552492	1598539552527
USER	AggRestSimulationSomeProducts	7	START	1598539552533	1598539552533
USER	AggRestSimulationSomeProducts	8	START	1598539552574	1598539552574
USER	AggRestSimulationSomeProducts	9	START	1598539552615	1598539552615
USER	AggRestSimulationSomeProducts	10	START	1598539552650	1598539552650
REQUEST	7		requestAggregation_some_products	1598539552535	1598539552683	OK	 
USER	AggRestSimulationSomeProducts	11	START	1598539552692	1598539552692
REQUEST	8		requestAggregation_some_products	1598539552575	1598539552720	OK	 
USER	AggRestSimulationSomeProducts	12	START	1598539552733	1598539552733
REQUEST	9		requestAggregation_some_products	1598539552616	1598539552758	OK	 
USER	AggRestSimulationSomeProducts	13	START	1598539552774	1598539552774
REQUEST	10		requestAggregation_some_products	1598539552655	1598539552790	OK	 
USER	AggRestSimulationSomeProducts	14	START	1598539552810	1598539552810
USER	AggRestSimulationSomeProducts	15	START	1598539552851	1598539552851
REQUEST	11		requestAggregation_some_products	1598539552694	1598539552879	OK	 
USER	AggRestSimulationSomeProducts	16	START	1598539552893	1598539552893
REQUEST	12		requestAggregation_some_products	1598539552735	1598539552912	OK	 
REQUEST	13		requestAggregation_some_products	1598539552779	1598539552917	OK	 
USER	AggRestSimulationSomeProducts	17	START	1598539552943	1598539552943
REQUEST	14		requestAggregation_some_products	1598539552815	1598539552970	OK	 
USER	AggRestSimulationSomeProducts	18	START	1598539552973	1598539552973
USER	AggRestSimulationSomeProducts	19	START	1598539553014	1598539553014
REQUEST	15		requestAggregation_some_products	1598539552852	1598539553013	OK	 
REQUEST	16		requestAggregation_some_products	1598539552897	1598539553049	OK	 
USER	AggRestSimulationSomeProducts	20	START	1598539553055	1598539553055
USER	AggRestSimulationSomeProducts	21	START	1598539553090	1598539553090
REQUEST	18		requestAggregation_some_products	1598539552976	1598539553135	OK	 
USER	AggRestSimulationSomeProducts	22	START	1598539553147	1598539553147
REQUEST	17		requestAggregation_some_products	1598539552948	1598539553155	OK	 
USER	AggRestSimulationSomeProducts	23	START	1598539553170	1598539553170
REQUEST	19		requestAggregation_some_products	1598539553019	1598539553184	OK	 
REQUEST	20		requestAggregation_some_products	1598539553056	1598539553191	OK	 
USER	AggRestSimulationSomeProducts	24	START	1598539553222	1598539553222
REQUEST	21		requestAggregation_some_products	1598539553091	1598539553258	OK	 
USER	AggRestSimulationSomeProducts	25	START	1598539553264	1598539553264
USER	AggRestSimulationSomeProducts	26	START	1598539553300	1598539553300
REQUEST	22		requestAggregation_some_products	1598539553151	1598539553331	OK	 
USER	AggRestSimulationSomeProducts	27	START	1598539553341	1598539553341
USER	AggRestSimulationSomeProducts	28	START	1598539553382	1598539553382
REQUEST	24		requestAggregation_some_products	1598539553226	1598539553380	OK	 
REQUEST	23		requestAggregation_some_products	1598539553173	1598539553386	OK	 
USER	AggRestSimulationSomeProducts	29	START	1598539553424	1598539553424
USER	AggRestSimulationSomeProducts	30	START	1598539553465	1598539553465
REQUEST	26		requestAggregation_some_products	1598539553304	1598539553463	OK	 
REQUEST	25		requestAggregation_some_products	1598539553268	1598539553484	OK	 
USER	AggRestSimulationSomeProducts	31	START	1598539553501	1598539553501
REQUEST	27		requestAggregation_some_products	1598539553342	1598539553516	OK	 
REQUEST	28		requestAggregation_some_products	1598539553386	1598539553539	OK	 
USER	AggRestSimulationSomeProducts	32	START	1598539553542	1598539553542
USER	AggRestSimulationSomeProducts	33	START	1598539553583	1598539553583
REQUEST	29		requestAggregation_some_products	1598539553427	1598539553595	OK	 
REQUEST	30		requestAggregation_some_products	1598539553470	1598539553609	OK	 
USER	AggRestSimulationSomeProducts	34	START	1598539553625	1598539553625
REQUEST	31		requestAggregation_some_products	1598539553503	1598539553653	OK	 
USER	AggRestSimulationSomeProducts	35	START	1598539553660	1598539553660
USER	AggRestSimulationSomeProducts	36	START	1598539553701	1598539553701
REQUEST	32		requestAggregation_some_products	1598539553543	1598539553722	OK	 
USER	AggRestSimulationSomeProducts	37	START	1598539553743	1598539553743
REQUEST	34		requestAggregation_some_products	1598539553629	1598539553778	OK	 
USER	AggRestSimulationSomeProducts	38	START	1598539553783	1598539553783
USER	AggRestSimulationSomeProducts	39	START	1598539553825	1598539553825
REQUEST	33		requestAggregation_some_products	1598539553588	1598539553856	OK	 
USER	AggRestSimulationSomeProducts	40	START	1598539553861	1598539553861
USER	AggRestSimulationSomeProducts	41	START	1598539553902	1598539553902
REQUEST	36		requestAggregation_some_products	1598539553704	1598539553901	OK	 
REQUEST	35		requestAggregation_some_products	1598539553662	1598539553927	OK	 
USER	AggRestSimulationSomeProducts	42	START	1598539553947	1598539553947
REQUEST	37		requestAggregation_some_products	1598539553746	1598539553960	OK	 
USER	AggRestSimulationSomeProducts	43	START	1598539553981	1598539553981
REQUEST	38		requestAggregation_some_products	1598539553787	1598539553985	OK	 
REQUEST	39		requestAggregation_some_products	1598539553829	1598539553999	OK	 
REQUEST	40		requestAggregation_some_products	1598539553865	1598539554010	OK	 
USER	AggRestSimulationSomeProducts	44	START	1598539554023	1598539554023
REQUEST	41		requestAggregation_some_products	1598539553906	1598539554061	OK	 
USER	AggRestSimulationSomeProducts	45	START	1598539554064	1598539554064
REQUEST	42		requestAggregation_some_products	1598539553952	1598539554074	OK	 
USER	AggRestSimulationSomeProducts	46	START	1598539554105	1598539554105
REQUEST	44		requestAggregation_some_products	1598539554027	1598539554136	OK	 
USER	AggRestSimulationSomeProducts	47	START	1598539554147	1598539554147
REQUEST	43		requestAggregation_some_products	1598539553982	1598539554166	OK	 
USER	AggRestSimulationSomeProducts	48	START	1598539554180	1598539554180
USER	AggRestSimulationSomeProducts	49	START	1598539554222	1598539554222
REQUEST	46		requestAggregation_some_products	1598539554106	1598539554236	OK	 
USER	AggRestSimulationSomeProducts	50	START	1598539554263	1598539554263
REQUEST	45		requestAggregation_some_products	1598539554068	1598539554276	OK	 
REQUEST	48		requestAggregation_some_products	1598539554182	1598539554295	OK	 
USER	AggRestSimulationSomeProducts	51	START	1598539554304	1598539554304
REQUEST	47		requestAggregation_some_products	1598539554150	1598539554333	OK	 
USER	AggRestSimulationSomeProducts	52	START	1598539554347	1598539554347
USER	AggRestSimulationSomeProducts	53	START	1598539554360	1598539554360
REQUEST	50		requestAggregation_some_products	1598539554267	1598539554380	OK	 
USER	AggRestSimulationSomeProducts	54	START	1598539554401	1598539554401
REQUEST	49		requestAggregation_some_products	1598539554225	1598539554421	OK	 
USER	AggRestSimulationSomeProducts	55	START	1598539554443	1598539554443
REQUEST	51		requestAggregation_some_products	1598539554306	1598539554452	OK	 
REQUEST	52		requestAggregation_some_products	1598539554348	1598539554455	OK	 
USER	AggRestSimulationSomeProducts	56	START	1598539554484	1598539554484
USER	AggRestSimulationSomeProducts	57	START	1598539554525	1598539554525
REQUEST	53		requestAggregation_some_products	1598539554362	1598539554529	OK	 
USER	AggRestSimulationSomeProducts	58	START	1598539554561	1598539554561
REQUEST	55		requestAggregation_some_products	1598539554445	1598539554579	OK	 
REQUEST	54		requestAggregation_some_products	1598539554403	1598539554592	OK	 
USER	AggRestSimulationSomeProducts	59	START	1598539554603	1598539554603
REQUEST	57		requestAggregation_some_products	1598539554529	1598539554641	OK	 
USER	AggRestSimulationSomeProducts	60	START	1598539554644	1598539554644
REQUEST	56		requestAggregation_some_products	1598539554487	1598539554654	OK	 
USER	AggRestSimulationSomeProducts	61	START	1598539554685	1598539554685
