RUN	com.eurobits.gatling.agregador.simulations.AggRestSimulation	aggrestsimulation	1598539760735	 	3.3.1
USER	AggRestSimulationLogin	1	START	1598539762226	1598539762226
USER	AggRestSimulationSomeProducts	2	START	1598539762229	1598539762229
USER	AggRestSimulationSomeProducts	3	START	1598539762264	1598539762264
USER	AggRestSimulationSomeProducts	4	START	1598539762295	1598539762295
USER	AggRestSimulationSomeProducts	5	START	1598539762326	1598539762326
USER	AggRestSimulationSomeProducts	6	START	1598539762351	1598539762351
USER	AggRestSimulationSomeProducts	7	START	1598539762382	1598539762382
USER	AggRestSimulationSomeProducts	8	START	1598539762413	1598539762413
USER	AggRestSimulationSomeProducts	9	START	1598539762434	1598539762434
REQUEST	3		requestAggregation_some_products	1598539762274	1598539762340	KO	status.find.in(200,202), but actually found 401
REQUEST	2		requestAggregation_some_products	1598539762273	1598539762340	KO	status.find.in(200,202), but actually found 401
REQUEST	4		requestAggregation_some_products	1598539762297	1598539762340	KO	status.find.in(200,202), but actually found 401
REQUEST	1		login	1598539762264	1598539762359	OK	 
REQUEST	6		requestAggregation_some_products	1598539762358	1598539762387	KO	status.find.in(200,202), but actually found 401
REQUEST	8		requestAggregation_some_products	1598539762418	1598539762448	KO	status.find.in(200,202), but actually found 401
REQUEST	7		requestAggregation_some_products	1598539762384	1598539762411	KO	status.find.in(200,202), but actually found 401
REQUEST	5		requestAggregation_some_products	1598539762327	1598539762361	KO	status.find.in(200,202), but actually found 401
USER	AggRestSimulationSomeProducts	4	END	1598539762295	1598539762459
USER	AggRestSimulationSomeProducts	8	END	1598539762413	1598539762460
USER	AggRestSimulationSomeProducts	3	END	1598539762264	1598539762460
USER	AggRestSimulationLogin	1	END	1598539762226	1598539762460
USER	AggRestSimulationSomeProducts	6	END	1598539762351	1598539762460
USER	AggRestSimulationSomeProducts	2	END	1598539762229	1598539762462
USER	AggRestSimulationSomeProducts	7	END	1598539762382	1598539762461
USER	AggRestSimulationSomeProducts	5	END	1598539762326	1598539762462
USER	AggRestSimulationSomeProducts	10	START	1598539762466	1598539762466
REQUEST	9		requestAggregation_some_products	1598539762437	1598539762479	KO	status.find.in(200,202), but actually found 401
USER	AggRestSimulationSomeProducts	9	END	1598539762434	1598539762481
USER	AggRestSimulationSomeProducts	11	START	1598539762491	1598539762491
USER	AggRestSimulationSomeProducts	12	START	1598539762522	1598539762522
USER	AggRestSimulationSomeProducts	13	START	1598539762553	1598539762553
USER	AggRestSimulationSomeProducts	14	START	1598539762584	1598539762584
USER	AggRestSimulationSomeProducts	15	START	1598539762625	1598539762625
REQUEST	10		requestAggregation_some_products	1598539762468	1598539762633	OK	 
REQUEST	11		requestAggregation_some_products	1598539762492	1598539762641	OK	 
USER	AggRestSimulationSomeProducts	16	START	1598539762656	1598539762656
USER	AggRestSimulationSomeProducts	17	START	1598539762686	1598539762686
REQUEST	12		requestAggregation_some_products	1598539762523	1598539762688	OK	 
REQUEST	13		requestAggregation_some_products	1598539762555	1598539762710	OK	 
USER	AggRestSimulationSomeProducts	18	START	1598539762711	1598539762711
REQUEST	14		requestAggregation_some_products	1598539762586	1598539762713	OK	 
USER	AggRestSimulationSomeProducts	19	START	1598539762743	1598539762743
USER	AggRestSimulationSomeProducts	20	START	1598539762774	1598539762774
USER	AggRestSimulationSomeProducts	21	START	1598539762805	1598539762805
REQUEST	15		requestAggregation_some_products	1598539762626	1598539762808	OK	 
REQUEST	16		requestAggregation_some_products	1598539762657	1598539762825	OK	 
